,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score
167,12557.0,16,5,11990.96,4,4,4,444,12
168,12558.0,8,1,269.96000000000004,4,1,1,411,6
169,12559.0,311,2,561.7099999999999,1,2,2,122,5
170,12560.0,5,3,2134.01,4,3,4,434,11
171,12561.0,303,1,238.85,1,1,1,111,3
172,12562.0,8,7,3781.74,4,4,4,444,12
173,12564.0,261,1,456.90000000000003,1,1,2,112,4
174,12565.0,289,1,145.92000000000002,1,1,1,111,3
175,12566.0,86,1,351.65,2,1,2,212,5
176,12567.0,23,10,9401.279999999999,3,4,4,344,11
178,12571.0,40,2,519.61,3,2,2,322,7
179,12572.0,9,2,1020.42,4,2,3,423,9
180,12573.0,227,1,160.54,1,1,1,111,3
181,12574.0,316,1,218.45000000000002,1,1,1,111,3
182,12576.0,36,5,1315.83,3,4,3,343,10
183,12577.0,35,3,657.8,3,3,2,332,8
184,12578.0,21,2,2794.5099999999998,3,2,4,324,9
185,12579.0,78,1,440.41999999999996,2,1,2,212,5
186,12580.0,247,1,415.70000000000005,1,1,2,112,4
187,12581.0,40,1,197.70999999999998,3,1,1,311,5
188,12582.0,239,2,511.3599999999999,1,2,2,122,5
189,12583.0,3,15,7281.379999999999,4,4,4,444,12
190,12584.0,4,9,2338.1500000000005,4,4,4,444,12
191,12585.0,234,2,2040.0999999999997,1,2,4,124,7
192,12586.0,17,1,196.94000000000003,4,1,1,411,6
193,12587.0,8,1,144.0,4,1,1,411,6
194,12588.0,39,1,214.89999999999998,3,1,1,311,5
195,12589.0,29,2,646.6800000000001,3,2,2,322,7
196,12590.0,211,2,9864.26,1,2,4,124,7
197,12591.0,317,1,452.84999999999997,1,1,2,112,4
198,12592.0,92,2,437.6,2,2,2,222,6
199,12593.0,109,3,418.0999999999999,2,3,2,232,7
200,12594.0,38,10,3338.2200000000003,3,4,4,344,11
201,12596.0,51,2,618.27,3,2,2,322,7
202,12597.0,19,4,3811.2199999999993,4,3,4,434,11
203,12598.0,10,8,3023.08,4,4,4,444,12
204,12599.0,29,7,1032.5800000000004,3,4,3,343,10
205,12600.0,29,10,2599.04,3,4,4,344,11
206,12601.0,190,5,577.0600000000001,1,4,2,142,7
207,12602.0,59,1,153.12,2,1,1,211,4
208,12603.0,22,1,739.1999999999999,3,1,3,313,7
209,12604.0,79,2,254.17999999999998,2,2,1,221,5
210,12607.0,60,1,1579.51,2,1,3,213,6
211,12609.0,78,3,1126.8500000000001,2,3,3,233,8
212,12610.0,23,5,2099.54,3,4,4,344,11
213,12611.0,52,1,1193.32,2,1,3,213,6
214,12612.0,74,1,704.04,2,1,3,213,6
215,12613.0,57,5,3344.38,2,4,4,244,10
216,12614.0,278,1,315.59999999999997,1,1,2,112,4
217,12615.0,2,4,2291.1899999999996,4,3,4,434,11
218,12616.0,95,2,713.3,2,2,3,223,7
219,12617.0,29,1,355.53000000000003,3,1,2,312,6
220,12618.0,22,1,177.31,3,1,1,311,5
221,12619.0,16,9,3641.24,4,4,4,444,12
222,12620.0,15,3,1339.41,4,3,3,433,10
223,12621.0,2,20,13689.67,4,4,4,444,12
224,12622.0,232,1,180.09999999999997,1,1,1,111,3
225,12623.0,276,1,305.1,1,1,1,111,3
226,12624.0,106,2,641.13,2,2,2,222,6
227,12625.0,212,2,2683.82,1,2,4,124,7
228,12626.0,23,9,6620.48,3,4,4,344,11
229,12627.0,11,7,4478.530000000001,4,4,4,444,12
230,12628.0,4,3,786.4599999999999,4,3,3,433,10
231,12630.0,10,2,1270.88,4,2,3,423,9
232,12631.0,57,1,640.5,2,1,2,212,5
233,12633.0,59,4,2163.98,2,3,4,234,9
234,12635.0,90,2,1689.1800000000003,2,2,4,224,8
235,12637.0,67,8,6021.9,2,4,4,244,10
236,12638.0,33,1,671.69,3,1,3,313,7
237,12639.0,239,1,486.1,1,1,2,112,4
238,12640.0,24,3,1174.58,3,3,3,333,9
239,12641.0,115,1,185.9,2,1,1,211,4
240,12642.0,25,3,1013.26,3,3,3,333,9
241,12643.0,128,6,3344.6399999999994,2,4,4,244,10
242,12644.0,130,1,477.90999999999997,2,1,2,212,5
243,12645.0,34,4,1775.1800000000003,3,3,4,334,10
244,12646.0,5,2,1346.97,4,2,3,423,9
245,12647.0,22,12,3722.82,3,4,4,344,11
246,12648.0,155,1,318.04999999999995,1,1,2,112,4
247,12649.0,107,3,623.51,2,3,2,232,7
248,12650.0,3,1,314.44,4,1,2,412,7
249,12651.0,335,1,114.0,1,1,1,111,3
250,12652.0,331,1,919.98,1,1,3,113,5
251,12653.0,149,2,2209.85,1,2,4,124,7
252,12654.0,11,5,601.9799999999999,4,4,2,442,10
253,12656.0,17,5,4051.17,4,4,4,444,12
254,12657.0,11,4,1643.18,4,3,4,434,11
255,12658.0,19,1,686.05,4,1,3,413,8
256,12659.0,30,1,91.68,3,1,1,311,5
257,12660.0,11,1,245.10000000000002,4,1,1,411,6
258,12662.0,1,11,3849.7799999999997,4,4,4,444,12
259,12664.0,8,9,4881.88,4,4,4,444,12
260,12665.0,325,1,63.0,1,1,1,111,3
261,12667.0,58,1,620.1300000000001,2,1,2,212,5
262,12668.0,12,4,3807.15,4,3,4,434,11
263,12669.0,151,3,2744.03,1,3,4,134,8
264,12670.0,10,5,2996.0500000000006,4,4,4,444,12
265,12672.0,330,1,225.9,1,1,1,111,3
266,12673.0,5,2,610.52,4,2,2,422,8
267,12674.0,39,4,1970.6000000000001,3,3,4,334,10
268,12676.0,25,6,1331.39,3,4,3,343,10
269,12678.0,42,12,17628.46,3,4,4,344,11
270,12679.0,59,4,1113.02,2,3,3,233,8
271,12680.0,1,4,862.8100000000002,4,3,3,433,10
272,12681.0,15,22,13787.54,4,4,4,444,12
274,12683.0,4,15,8476.57,4,4,4,444,12
275,12684.0,8,7,2283.63,4,4,4,444,12
276,12685.0,28,6,2863.08,3,4,4,344,11
278,12688.0,114,1,4873.8099999999995,2,1,4,214,7
279,12689.0,26,2,1247.61,3,2,3,323,8
280,12690.0,206,1,389.01,1,1,2,112,4
281,12691.0,28,6,1035.8,3,4,3,343,10
282,12693.0,127,4,855.91,2,3,3,233,8
283,12694.0,70,2,869.67,2,2,3,223,7
284,12695.0,7,4,582.1,4,3,2,432,9
285,12697.0,29,3,957.5899999999999,3,3,3,333,9
286,12700.0,8,4,4939.99,4,3,4,434,11
287,12701.0,80,2,797.71,2,2,3,223,7
288,12702.0,20,1,219.0,3,1,1,311,5
289,12703.0,71,1,283.55,2,1,1,211,4
290,12704.0,7,8,2340.8399999999997,4,4,4,444,12
291,12705.0,15,9,6868.290000000001,4,4,4,444,12
292,12707.0,292,1,603.42,1,1,2,112,4
293,12708.0,30,10,2712.91,3,4,4,344,11
294,12709.0,15,15,9736.52,4,4,4,444,12
295,12710.0,97,3,1149.0200000000002,2,3,3,233,8
296,12712.0,29,13,4396.13,3,4,4,344,11
297,12713.0,1,1,848.5500000000001,4,1,3,413,8
298,12714.0,9,5,4708.860000000001,4,4,4,444,12
299,12715.0,106,1,353.85999999999996,2,1,2,212,5
300,12716.0,4,2,1053.4900000000002,4,2,3,423,9
301,12717.0,151,2,1030.98,1,2,3,123,6
302,12718.0,71,1,238.25,2,1,1,211,4
303,12719.0,5,2,644.95,4,2,2,422,8
305,12721.0,32,6,2656.13,3,4,4,344,11
306,12722.0,85,4,997.6300000000001,2,3,3,233,8
307,12723.0,4,5,725.07,4,4,3,443,11
308,12724.0,5,4,1031.4099999999999,4,3,3,433,10
310,12726.0,28,7,2609.1,3,4,4,344,11
311,12727.0,11,7,3980.7000000000003,4,4,4,444,12
312,12728.0,71,4,836.3299999999999,2,3,3,233,8
313,12729.0,114,1,453.01000000000005,2,1,2,212,5
314,12731.0,24,12,18895.91,3,4,4,344,11
315,12732.0,180,1,236.26000000000005,1,1,1,111,3
316,12733.0,234,1,383.95000000000005,1,1,2,112,4
317,12734.0,353,1,110.39999999999999,1,1,1,111,3
318,12735.0,315,2,779.57,1,2,3,123,6
319,12736.0,333,1,234.00000000000003,1,1,1,111,3
321,12739.0,78,2,1013.0400000000001,2,2,3,223,7
322,12740.0,64,1,427.59999999999997,2,1,2,212,5
323,12743.0,134,2,546.4300000000001,2,2,2,222,6
325,12747.0,2,11,4196.009999999999,4,4,4,444,12
327,12749.0,4,5,4090.88,4,4,4,444,12
328,12750.0,129,1,275.88,2,1,1,211,4
329,12752.0,81,1,4366.780000000001,2,1,4,214,7
331,12754.0,236,3,3010.7400000000002,1,3,4,134,8
332,12755.0,281,2,3811.9499999999994,1,2,4,124,7
333,12756.0,87,1,112.08000000000001,2,1,1,211,4
334,12757.0,16,13,7857.1,4,4,4,444,12
335,12758.0,117,2,2791.59,2,2,4,224,8
336,12759.0,52,3,1531.4400000000003,2,3,3,233,8
337,12762.0,8,2,1898.5200000000004,4,2,4,424,10
338,12763.0,138,2,494.08000000000004,2,2,2,222,6
339,12764.0,317,1,1693.88,1,1,4,114,6
340,12766.0,4,7,6989.63,4,4,4,444,12
341,12769.0,239,1,1143.6,1,1,3,113,5
342,12770.0,211,1,1351.4499999999998,1,1,3,113,5
343,12772.0,60,1,892.4700000000001,2,1,3,213,6
344,12775.0,17,5,1386.0400000000002,4,4,3,443,11
345,12778.0,20,6,822.23,3,4,3,343,10
346,12779.0,38,8,3981.3599999999997,3,4,4,344,11
347,12781.0,64,2,826.74,2,2,3,223,7
348,12782.0,5,5,2330.9200000000005,4,4,4,444,12
349,12783.0,2,6,2225.91,4,4,4,444,12
350,12784.0,9,2,574.4200000000001,4,2,2,422,8
351,12785.0,364,1,311.95,1,1,2,112,4
352,12787.0,10,3,463.65999999999997,4,3,2,432,9
353,12789.0,65,1,91.85000000000001,2,1,1,211,4
354,12790.0,192,1,324.9200000000001,1,1,2,112,4
356,12792.0,257,1,400.53999999999996,1,1,2,112,4
357,12793.0,335,2,545.48,1,2,2,122,5
358,12794.0,53,2,860.41,2,2,3,223,7
359,12795.0,19,1,430.48,4,1,2,412,7
360,12797.0,366,1,254.03,1,1,1,111,3
361,12798.0,10,3,6977.04,4,3,4,434,11
362,12802.0,187,1,427.58,1,1,2,112,4
363,12808.0,37,3,483.65000000000003,3,3,2,332,8
364,12809.0,178,1,489.31,1,1,2,112,4
365,12811.0,261,3,514.8499999999999,1,3,2,132,6
366,12812.0,45,1,229.64,3,1,1,311,5
367,12814.0,102,1,125.92,2,1,1,211,4
368,12815.0,148,2,1063.46,1,2,3,123,6
369,12816.0,96,2,572.2,2,2,2,222,6
370,12817.0,281,1,166.04,1,1,1,111,3
371,12818.0,262,1,1542.08,1,1,3,113,5
372,12820.0,3,4,942.34,4,3,3,433,10
373,12821.0,214,1,92.72,1,1,1,111,3
374,12822.0,71,2,948.8800000000002,2,2,3,223,7
375,12823.0,75,5,1759.5,2,4,4,244,10
376,12824.0,60,1,397.11999999999995,2,1,2,212,5
377,12826.0,3,7,1474.72,4,4,3,443,11
378,12827.0,6,3,430.15,4,3,2,432,9
379,12828.0,3,6,1018.71,4,4,3,443,11
380,12829.0,337,2,293.0,1,2,1,121,4
381,12830.0,38,6,6814.640000000001,3,4,4,344,11
382,12831.0,262,1,215.05,1,1,1,111,3
383,12832.0,32,2,383.03000000000003,3,2,2,322,7
384,12833.0,145,1,417.38,1,1,2,112,4
385,12834.0,283,1,312.38,1,1,2,112,4
386,12836.0,59,4,2612.8599999999997,2,3,4,234,9
387,12837.0,173,1,134.1,1,1,1,111,3
388,12838.0,34,2,683.13,3,2,3,323,8
389,12839.0,3,14,5591.42,4,4,4,444,12
390,12840.0,144,4,2726.77,1,3,4,134,8
392,12842.0,70,2,1118.99,2,2,3,223,7
393,12843.0,66,8,1702.2600000000002,2,4,4,244,10
394,12844.0,29,2,325.96,3,2,2,322,7
395,12845.0,267,4,354.09,1,3,2,132,6
396,12847.0,22,1,871.5399999999998,3,1,3,313,7
397,12849.0,31,2,1050.8899999999999,3,2,3,323,8
398,12851.0,97,1,135.18,2,1,1,211,4
399,12852.0,295,1,311.55,1,1,2,112,4
400,12853.0,135,6,1957.1000000000004,2,4,4,244,10
401,12854.0,79,3,1324.5000000000002,2,3,3,233,8
403,12856.0,8,6,2179.93,4,4,4,444,12
404,12857.0,211,2,1106.4,1,2,3,123,6
405,12863.0,52,1,521.2,2,1,2,212,5
406,12864.0,138,1,147.12,2,1,1,211,4
407,12865.0,26,2,1568.23,3,2,3,323,8
408,12866.0,283,1,559.12,1,1,2,112,4
409,12867.0,26,7,4036.82,3,4,4,344,11
410,12868.0,186,6,1607.0600000000002,1,4,4,144,9
411,12871.0,84,2,380.64000000000004,2,2,2,222,6
412,12872.0,327,2,599.9700000000001,1,2,2,122,5
413,12873.0,282,1,374.0,1,1,2,112,4
414,12875.0,143,2,343.2300000000001,1,2,2,122,5
415,12876.0,58,2,2218.020000000001,2,2,4,224,8
416,12877.0,4,12,1535.7700000000002,4,4,3,443,11
417,12878.0,236,2,854.99,1,2,3,123,6
418,12879.0,45,3,573.22,3,3,2,332,8
419,12881.0,276,1,298.0,1,1,1,111,3
420,12882.0,9,2,1463.0399999999997,4,2,3,423,9
421,12883.0,25,4,703.47,3,3,3,333,9
422,12884.0,88,1,309.05000000000007,2,1,2,212,5
423,12885.0,63,3,1175.2199999999998,2,3,3,233,8
424,12886.0,68,2,1378.3999999999999,2,2,3,223,7
425,12888.0,214,2,354.12,1,2,2,122,5
426,12890.0,24,1,380.47,3,1,2,312,6
427,12891.0,186,3,331.0,1,3,2,132,6
428,12893.0,31,1,188.14000000000001,3,1,1,311,5
429,12895.0,42,2,372.8,3,2,2,322,7
430,12897.0,205,2,216.5,1,2,1,121,4
432,12902.0,265,1,138.67999999999998,1,1,1,111,3
433,12904.0,18,2,509.58,4,2,2,422,8
434,12906.0,12,5,2919.81,4,4,4,444,12
435,12908.0,176,2,750.0,1,2,3,123,6
436,12909.0,40,5,2178.67,3,4,4,344,11
437,12910.0,23,8,3075.0400000000004,3,4,4,344,11
438,12912.0,3,5,1662.3,4,4,4,444,12
439,12913.0,5,5,2483.6299999999997,4,4,4,444,12
440,12915.0,149,2,363.65,1,2,2,122,5
441,12916.0,139,4,3006.1499999999996,1,3,4,134,8
442,12917.0,128,1,594.0,2,1,2,212,5
443,12919.0,8,6,1335.19,4,4,3,443,11
444,12920.0,17,1,164.23000000000002,4,1,1,411,6
446,12922.0,161,1,405.38,1,1,2,112,4
447,12923.0,64,1,176.97,2,1,1,211,4
448,12924.0,88,4,933.7000000000002,2,3,3,233,8
449,12925.0,5,2,694.05,4,2,3,423,9
450,12928.0,35,5,2062.7,3,4,4,344,11
451,12929.0,312,1,117.85,1,1,1,111,3
452,12930.0,78,2,415.8,2,2,2,222,6
454,12933.0,24,3,607.53,3,3,2,332,8
455,12935.0,2,7,2160.7,4,4,4,444,12
456,12936.0,17,4,1063.8999999999999,4,3,3,433,10
457,12937.0,15,4,1504.2700000000002,4,3,3,433,10
458,12938.0,26,1,114.13999999999999,3,1,1,311,5
459,12939.0,64,8,11581.800000000001,2,4,4,244,10
460,12940.0,55,2,913.54,2,2,3,223,7
461,12942.0,131,3,683.9000000000001,2,3,3,233,8
462,12944.0,36,2,604.5099999999999,3,2,2,322,7
463,12945.0,288,1,462.95000000000005,1,1,2,112,4
464,12947.0,144,6,1603.99,1,4,4,144,9
465,12948.0,16,7,2064.95,4,4,4,444,12
466,12949.0,31,8,4167.22,3,4,4,344,11
467,12950.0,2,3,1843.0,4,3,4,434,11
468,12951.0,9,6,1064.07,4,4,3,443,11
469,12952.0,6,4,1387.79,4,3,3,433,10
470,12953.0,10,1,329.85,4,1,2,412,7
471,12955.0,1,11,4757.160000000001,4,4,4,444,12
472,12956.0,306,1,108.07,1,1,1,111,3
473,12957.0,10,8,4017.54,4,4,4,444,12
474,12962.0,7,2,266.39,4,2,1,421,7
475,12963.0,8,8,1856.63,4,4,4,444,12
476,12965.0,89,1,771.91,2,1,3,213,6
477,12966.0,10,1,160.18,4,1,1,411,6
478,12967.0,358,2,1660.9,1,2,4,124,7
479,12968.0,112,1,135.95,2,1,1,211,4
480,12970.0,7,4,452.24000000000007,4,3,2,432,9
482,12974.0,198,1,144.8,1,1,1,111,3
483,12976.0,212,1,738.6,1,1,3,113,5
484,12977.0,156,1,39.24,1,1,1,111,3
485,12980.0,158,9,7374.9,1,4,4,144,9
486,12981.0,30,2,372.2199999999999,3,2,2,322,7
487,12982.0,243,1,390.53999999999996,1,1,2,112,4
488,12984.0,19,1,97.5,4,1,1,411,6
489,12985.0,1,2,1239.3799999999999,4,2,3,423,9
490,12987.0,74,2,558.7,2,2,2,222,6
491,12988.0,292,1,535.3200000000002,1,1,2,112,4
492,12989.0,3,15,6924.110000000001,4,4,4,444,12
493,12990.0,31,3,409.5000000000001,3,3,2,332,8
494,12991.0,23,2,503.76000000000005,3,2,2,322,7
495,12993.0,23,4,414.75999999999993,3,3,2,332,8
496,12994.0,4,3,974.42,4,3,3,433,10
497,12995.0,85,1,211.32,2,1,1,211,4
498,12997.0,22,4,1226.89,3,3,3,333,9
499,12999.0,196,3,455.88,1,3,2,132,6
500,13000.0,107,3,534.8500000000001,2,3,2,232,7
501,13001.0,4,13,9818.82,4,4,4,444,12
502,13002.0,318,1,120.94999999999999,1,1,1,111,3
503,13003.0,106,3,149.05,2,3,1,231,6
504,13004.0,12,18,5655.91,4,4,4,444,12
505,13005.0,174,2,513.6999999999999,1,2,2,122,5
506,13006.0,56,1,81.57,2,1,1,211,4
507,13008.0,323,1,229.47000000000003,1,1,1,111,3
509,13012.0,9,8,1661.8400000000001,4,4,4,444,12
510,13013.0,1,13,4810.94,4,4,4,444,12
511,13014.0,11,10,3466.2799999999997,4,4,4,444,12
512,13015.0,53,5,3346.2799999999997,2,4,4,244,10
513,13016.0,73,3,789.8899999999999,2,3,3,233,8
514,13017.0,7,1,204.0,4,1,1,411,6
516,13021.0,4,9,2616.38,4,4,4,444,12
517,13023.0,64,2,689.9000000000001,2,2,3,223,7
518,13026.0,1,5,975.36,4,4,3,443,11
519,13027.0,114,6,6912.0,2,4,4,244,10
520,13028.0,23,2,661.3200000000002,3,2,2,322,7
521,13029.0,31,3,1247.5,3,3,3,333,9
522,13030.0,11,2,799.4800000000001,4,2,3,423,9
523,13032.0,52,2,1010.1800000000002,2,2,3,223,7
524,13033.0,357,1,190.54999999999998,1,1,1,111,3
525,13034.0,55,2,642.7700000000001,2,2,2,222,6
526,13035.0,74,2,921.88,2,2,3,223,7
527,13037.0,138,3,881.07,2,3,3,233,8
528,13038.0,80,3,908.46,2,3,3,233,8
529,13040.0,9,2,676.99,4,2,3,423,9
530,13043.0,273,1,516.4200000000001,1,1,2,112,4
531,13044.0,291,1,560.47,1,1,2,112,4
532,13045.0,99,1,305.28,2,1,1,211,4
